sentence,label
"unbelievably , the company that makes them - fiskars corporation - was formed in 1649 when a dutch merchant named peter thorwoste was given a charter to establish a blast furnace and forging operation in the small finnish village of fiskars .",1
nordea group s operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,2
the contract will take effect in 2009 for a five or ten year period .,1
the agreement must be approved by the russian competition authorities before it enters into force .,1
net sales surged by 30 % to eur 36 million .,2
com and possibly also through photo-msn .,1
pretax profit decreased by 37 % to eur 193.1 mn from eur 305.6 mn .,0
as a part of the agreement 10 employees from the john deere forestry documentation functions will transfer to dokumentori oy .,1
"after the transaction , tikkurila has no powder coatings-related operations ,  the company said .",1
passenger-related revenue rose by 5.1 % to eur 460.8 mn from eur 438.5 mn in 2009 .,2
"previously , eb delivered a custom solution for lg electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",2
the continued operations mean the structure after the restructuring of the aspocomp group including aspocomp oulu and the headquarter operations .,1
"operating profit was eur -0.1 mn , down from eur 1.3 mn .",0
the trend in the sports and leisure markets was favorable in the first months of the year .,2
"according to the notification , the holdings of ameriprice inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of tekla - s shares and voting rights .",1
- profit before taxes was eur 105.9 82.7 million .,1
"bids or offers include at least 1,000 shares and the value of the shares must correspond to at least eur4 ,000 .",1
consolidated operating profit from continuing operations decreased by 62.3 % to eur 51.2 mn from eur 135.7 mn in 2007 .,0
cision says the sale will return its u.k. operation to profitability .,2
"finnish high technology provider vaahto group reports net sales of eur 41.8 mn in the accounting period september 2007 - february 2008 , an increase of 11.2 % from a year earlier .",2
construction is scheduled to start in april-june 2007 and to be completed in early 2008 .,1
another noticeable thing is that the search for tata and airtel brands was mostly related to  broadband connections  .,1
combining this deep domain expertise with our application service management asm and outsourcing service offerings has now proved to be a winning combination .,2
pharmaceutical market in italy global research  data services published recently a market analysis about the pharmaceutical markets in italy .,1
"8,600 m , and at the time of investment it is fully leased to several tenants .",1
"salcomp oyj , the finnish maker of mobile phone chargers , monday posted a eur1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",0
it s not .,1
"metsaliitto will sell 1.1 million b shares of neomarkka , accounting for about 18.3 pct of neomarkka s equity and about 12.7 pct of the voting rights .",1
net sales dropped by 6 % year-on-year to eur 11.9 million .,0
"one price category is for calls on the preferred operator s network , and another for calls on other operators  networks .",1
"in the czech republic , the profiling unit at ostrava will be closed and the machinery will be relocated to ruukki s bigger plants in hungary , poland and romania by the end of the first quarter of 2009 .",1
"after the sale , savcor group ltd will comprise savcor art , a corporate function and an investment in cencorp corporation .",1
"the subject of the project is provide to the company like  software programming and consultancy services , computer-related services , data services , computer support and consultancy services , internet services etc. .",1
"cohen  steers , inc.  5 534 530 shares representing 4.985 % of the share capital and voting rights .",1
finnish business software group affectogenimap oyj said its net profit halved to 1.2 mln euro  $ 1.5 mln  in the first nine months of 2006 from 2.2 mln euro  $ 2.8 mln  in the same period of 2005 .,0
it also turned to earnings per share  eps  of eur 0.08 versus loss per share of eur 0.04 .,2
"finnish suominen corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of eur 44.1 mn in the second quarter of 2010 , up from eur 43.3 mn in the second quarter of 2009 .",2
no financial or pricing details were disclosed .,1
the maximum number of new shares to be offered is 22 million .,1
merrill lynch analyst campbell morgan upgraded his recommendation on paperlinx from  neutral  to  buy  in may .,2
"no compensation for its news , opinions or distributions .",1
"eps from continuing operations came in at 0.30 eur , up from 0.17 .",2
"excluding non-recurring items , pre-tax profit surged 45 % to eur80m .",2
operating profit rose to eur 4.7 mn from eur 4.6 mn .,2
the company will release its 2010 results on 11 february 2011 .,1
raute is listed on the nordic exchange in helsinki .,1
"he answers questions on how many visitors conversations gets , how big the team is and what the problems are when setting up social media channels .",1
"the business had gross written premiums of eur152 .4 m  91.5 m  in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the uk , germany and benelux .",1
"the gross area of eight houses will be 12,167 m2 .",1
"koff s market share of the volume of the market was 23.4 % , karhu s 21.4 % .",1
"the guidance has been set at 90 basis points over mid-swaps , the report said .",1
"according to hk ruokatalo , almost all the meat used by the company comes from finland .",1
the operating profit for grain trading increased to eur 2.0 mn from eur 1.4 mn in 2005 .,2
kemira shares closed at  x20ac  16.66  $ 22us .71  .,1
"the company s profit before taxes fell to eur 21.1 mn in the third quarter of 2008 , compared to eur 35.8 mn in the corresponding period in 2007 .",0
"re-use back into pet bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , petcore said previously .",2
"this implementation is very important to the operator , since it is about to launch its fixed-to-mobile convergence service in brazil see brazil  8 may 2006  .",1
